Unnamed: 0,State,Metropolitan.Nonmetropolitan,County,County.2,Violent.crime,Murder.and.nonnegligent.manslaughter,Rape,Robbery,Aggravated.assault,Property.crime,Burglary,Larceny..theft,Motor.vehicle.theft,Arson1,Percent..SEX.AND.AGE..Total.population,Percent..SEX.AND.AGE..Male,Percent..SEX.AND.AGE..Female,Percent..SEX.AND.AGE..Under.5.years,Percent..SEX.AND.AGE..5.to.9.years,Percent..SEX.AND.AGE..10.to.14.years,Percent..SEX.AND.AGE..15.to.19.years,Percent..SEX.AND.AGE..20.to.24.years,Percent..SEX.AND.AGE..25.to.34.years,Percent..SEX.AND.AGE..35.to.44.years,Percent..SEX.AND.AGE..45.to.54.years,Percent..SEX.AND.AGE..55.to.59.years,Percent..SEX.AND.AGE..60.to.64.years,Percent..SEX.AND.AGE..65.to.74.years,Percent..SEX.AND.AGE..75.to.84.years,Percent..SEX.AND.AGE..85.years.and.over,Percent..SEX.AND.AGE..Median.age..years.,Percent..SEX.AND.AGE..18.years.and.over,Percent..SEX.AND.AGE..21.years.and.over,Percent..SEX.AND.AGE..62.years.and.over,Percent..SEX.AND.AGE..65.years.and.over,Percent..SEX.AND.AGE..18.years.and.over.1,Percent..SEX.AND.AGE..Male.1,Percent..SEX.AND.AGE..Female.1,Percent..SEX.AND.AGE..65.years.and.over.1,Percent..SEX.AND.AGE..Male.2,Percent..SEX.AND.AGE..Female.2,Percent..RACE..Total.population,Percent..RACE..One.race,Percent..RACE..Two.or.more.races,Percent..RACE..One.race.1,Percent..RACE..One.race..White,Percent..RACE..One.race..Black.or.African.American,Percent..RACE..One.race..American.Indian.and.Alaska.Native,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Cherokee.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Chippewa.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Navajo.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Sioux.tribal.grouping,Percent..RACE..One.race..Asian,Percent..RACE..One.race..Asian..Asian.Indian,Percent..RACE..One.race..Asian..Chinese,Percent..RACE..One.race..Asian..Filipino,Percent..RACE..One.race..Asian..Japanese,Percent..RACE..One.race..Asian..Korean,Percent..RACE..One.race..Asian..Vietnamese,Percent..RACE..One.race..Asian..Other.Asian,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Native.Hawaiian,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Guamanian.or.Chamorro,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Samoan,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Other.Pacific.Islander,Percent..RACE..One.race..Some.other.race,Percent..RACE..Two.or.more.races.1,Percent..RACE..Two.or.more.races..White.and.Black.or.African.American,Percent..RACE..Two.or.more.races..White.and.American.Indian.and.Alaska.Native,Percent..RACE..Two.or.more.races..White.and.Asian,Percent..RACE..Two.or.more.races..Black.or.African.American.and.American.Indian.and.Alaska.Native,Percent..RACE..Race.alone.or.in.combination.with.one.or.more.other.races..Total.population,Percent..RACE..White,Percent..RACE..Black.or.African.American,Percent..RACE..American.Indian.and.Alaska.Native,Percent..RACE..Asian,Percent..RACE..Native.Hawaiian.and.Other.Pacific.Islander,Percent..RACE..Some.other.race,Percent..HISPANIC.OR.LATINO.AND.RACE..Total.population,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race.,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Mexican,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Puerto.Rican,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Cuban,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Other.Hispanic.or.Latino,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..White.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Black.or.African.American.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Asian.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Some.other.race.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races..Two.races.including.Some.other.race,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races..Two.races.excluding.Some.other.race..and.Three.or.more.races,Percent..Total.housing.units,Median_Income_2023
1529,OHIO,Metropolitan County,Belmont,Belmont County,99,0.0,8.0,3,88,90,9,73,8,1.0,70403.0,50.3,49.7,5.0,5.5,5.5,6.3,5.9,11.7,12.9,15.9,7.7,5.7,8.6,6.1,3.1,(X),80.1,76.5,20.8,17.8,56428.0,50.0,50.0,12540.0,40.6,59.4,70403.0,98.3,1.7,98.3,94.0,3.7,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,1.7,0.8,0.4,0.1,0.1,70403.0,95.5,4.7,0.6,0.5,0.2,0.3,70403.0,0.7,0.4,0.1,0.0,0.2,99.3,93.7,3.6,0.1,0.3,0.1,0.1,1.5,0.0,1.4,(X),56716.0
1530,OHIO,Metropolitan County,Butler,Butler County,54,1.0,9.0,8,36,684,80,586,18,1.0,20895.0,46.9,53.1,6.4,6.9,6.6,6.6,6.3,11.7,11.7,14.6,7.1,5.6,8.4,6.1,1.9,(X),75.7,72.6,19.6,16.4,15808.0,45.3,54.7,3422.0,39.1,60.9,20895.0,98.9,1.1,98.9,55.0,42.9,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.5,0.0,0.0,20895.0,55.9,43.5,0.6,0.8,0.0,0.2,20895.0,0.3,0.1,0.0,0.0,0.2,99.7,54.7,42.9,0.1,0.8,0.0,0.0,1.1,0.2,0.9,(X),44729.0
1531,OHIO,Metropolitan County,Clermont,Clermont County,35,2.0,10.0,0,23,318,41,264,13,2.0,195312.0,49.3,50.7,7.0,7.5,7.3,6.9,5.6,12.1,14.7,16.0,6.3,5.3,6.5,3.8,1.0,(X),73.8,70.1,14.3,11.4,144114.0,48.5,51.5,22207.0,43.4,56.6,195312.0,98.9,1.1,98.9,96.2,1.3,0.2,0.1,0.0,0.0,0.0,0.9,0.2,0.2,0.2,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.4,0.4,0.2,0.0,195312.0,97.3,1.7,0.6,1.2,0.0,0.3,195312.0,1.4,0.8,0.3,0.0,0.4,98.6,95.0,1.2,0.2,0.9,0.0,0.1,1.1,0.0,1.0,(X),82143.0
1532,OHIO,Metropolitan County,Cuyahoga,Cuyahoga County,33,1.0,3.0,6,23,42,4,30,8,2.0,1293825.0,47.4,52.6,5.9,6.1,6.8,7.2,6.0,12.3,13.1,15.5,6.6,5.3,7.3,5.7,2.4,(X),76.8,72.8,18.3,15.4,993090.0,46.4,53.6,198631.0,39.8,60.2,1293825.0,98.3,1.7,98.3,64.9,29.5,0.2,0.0,0.0,0.0,0.0,2.6,0.9,0.7,0.3,0.1,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,1.2,1.7,0.6,0.2,0.2,0.1,1293825.0,66.3,30.5,0.7,2.9,0.0,1.5,1293825.0,4.5,0.8,2.7,0.1,0.9,95.5,62.2,29.2,0.2,2.5,0.0,0.1,1.3,0.1,1.2,(X),61912.0
1533,OHIO,Metropolitan County,Delaware,Delaware County,85,2.0,13.0,6,64,839,62,723,54,3.0,117344.0,48.1,51.9,5.4,5.9,5.3,9.5,13.6,10.6,11.4,12.9,5.7,5.5,7.5,4.9,1.8,(X),79.7,70.2,17.4,14.2,93552.0,47.4,52.6,16676.0,42.4,57.6,117344.0,97.1,2.9,97.1,89.6,5.6,0.3,0.0,0.0,0.0,0.0,1.0,0.2,0.4,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,2.9,0.8,1.2,0.2,0.2,117344.0,92.2,6.9,2.1,1.2,0.1,0.7,117344.0,1.8,1.4,0.2,0.0,0.2,98.2,88.4,5.6,0.3,1.0,0.0,0.2,2.7,0.0,2.7,(X),55704.0
1534,OHIO,Metropolitan County,Erie,Erie County,8,0.0,0.0,0,8,67,5,61,1,0.0,921202.0,48.2,51.8,5.4,6.0,6.6,7.3,7.2,11.5,13.0,15.5,6.6,5.4,7.4,5.9,2.3,(X),77.8,73.1,18.7,15.6,716416.0,47.3,52.7,143808.0,40.3,59.7,921202.0,98.4,1.6,98.4,80.5,13.4,0.5,0.0,0.0,0.0,0.0,2.5,0.8,0.6,0.2,0.1,0.3,0.2,0.4,0.0,0.0,0.0,0.0,0.0,1.5,1.6,0.6,0.3,0.2,0.1,921202.0,81.9,14.3,1.0,2.8,0.0,1.8,921202.0,4.3,0.5,2.8,0.2,0.8,95.7,78.3,13.0,0.5,2.5,0.0,0.2,1.2,0.1,1.2,(X),70443.0
1535,OHIO,Metropolitan County,Fairfield,Fairfield County,59,2.0,16.0,5,36,605,53,507,45,1.0,905342.0,48.6,51.4,6.4,7.0,7.3,6.9,5.4,11.4,15.2,16.0,6.1,5.1,6.5,4.6,2.1,(X),74.8,71.3,16.2,13.3,677510.0,47.7,52.3,120537.0,41.6,58.4,905342.0,98.4,1.6,98.4,77.2,10.5,0.1,0.0,0.0,0.0,0.0,4.5,1.7,0.9,0.4,0.2,0.2,0.3,0.7,0.0,0.0,0.0,0.0,0.0,6.1,1.6,0.4,0.2,0.4,0.1,905342.0,78.5,11.2,0.4,4.9,0.0,6.6,905342.0,16.0,1.9,5.5,0.4,8.2,84.0,67.6,10.1,0.1,4.4,0.0,0.7,1.1,0.1,1.0,(X),84701.0
1536,OHIO,Metropolitan County,Franklin,Franklin County,101,4.0,30.0,19,48,708,83,522,103,8.0,31383.0,49.6,50.4,6.9,7.2,6.4,6.9,6.1,11.6,14.8,13.9,5.5,5.9,8.4,5.0,1.4,(X),75.4,71.0,18.1,14.8,23652.0,49.1,50.9,4655.0,42.7,57.3,31383.0,98.9,1.1,98.9,87.3,4.2,0.9,0.4,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,5.9,1.1,0.4,0.4,0.0,0.0,31383.0,88.4,4.6,1.4,0.2,0.4,6.1,31383.0,13.2,7.7,0.2,0.1,5.2,86.8,81.2,4.1,0.6,0.2,0.0,0.0,0.8,0.0,0.8,(X),49682.0
1537,OHIO,Metropolitan County,Geauga,Geauga County,7,0.0,3.0,0,4,96,13,73,10,1.0,93604.0,49.3,50.7,5.8,7.6,7.8,7.6,4.3,7.6,13.4,17.4,7.2,6.5,7.9,4.5,2.1,(X),73.5,70.2,18.1,14.5,68778.0,48.5,51.5,13586.0,44.1,55.9,93604.0,98.9,1.1,98.9,97.1,1.1,0.1,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.3,0.2,0.3,0.0,93604.0,98.2,1.5,0.4,0.8,0.0,0.3,93604.0,1.1,0.7,0.2,0.0,0.2,98.9,96.3,1.1,0.1,0.5,0.0,0.0,1.0,0.0,0.9,(X),99863.0
1538,OHIO,Metropolitan County,Greene,Greene County,24,0.0,9.0,1,14,282,39,198,45,7.0,9255.0,47.9,52.1,6.1,5.3,9.0,9.0,4.8,9.9,10.9,16.1,6.5,7.0,8.1,5.3,2.0,(X),74.7,70.5,17.8,15.4,6909.0,46.2,53.8,1429.0,43.5,56.5,9255.0,99.9,0.1,99.9,18.0,80.4,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.1,0.0,0.0,9255.0,18.1,80.4,0.5,0.1,0.0,1.0,9255.0,1.0,1.0,0.0,0.0,0.0,99.0,18.0,80.4,0.3,0.1,0.0,0.0,0.1,0.0,0.1,(X),34619.0
1539,OHIO,Metropolitan County,Hamilton,Hamilton County,197,6.0,45.0,31,115,"1,687",136,"1,428",123,7.0,14696.0,58.9,41.1,5.3,6.0,5.0,7.1,9.6,13.8,13.4,14.7,6.9,5.8,7.1,3.8,1.5,(X),79.6,74.4,15.8,12.4,11691.0,60.8,39.2,1820.0,45.2,54.8,14696.0,98.8,1.2,98.8,60.6,36.2,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.2,0.3,0.3,0.0,0.0,14696.0,61.5,36.8,0.5,0.6,0.0,1.7,14696.0,8.0,3.1,1.0,2.1,1.9,92.0,54.7,35.9,0.1,0.3,0.0,0.1,0.9,0.0,0.9,(X),49260.0
1540,OHIO,Metropolitan County,Hocking,Hocking County,36,0.0,7.0,2,27,141,47,80,14,0.0,29338.0,50.0,50.0,6.0,6.6,7.2,7.1,5.3,11.3,13.4,15.5,7.1,6.0,8.7,4.1,1.8,(X),75.8,72.0,17.9,14.6,22230.0,49.7,50.3,4286.0,48.3,51.7,29338.0,98.6,1.4,98.6,97.4,0.6,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,0.2,0.8,0.1,0.1,29338.0,98.7,1.0,1.1,0.3,0.0,0.4,29338.0,0.6,0.3,0.1,0.0,0.2,99.4,97.2,0.6,0.1,0.2,0.0,0.1,1.2,0.1,1.2,(X),58018.0
1541,OHIO,Metropolitan County,Jefferson,Jefferson County,58,0.0,2.0,1,55,80,24,49,7,3.0,656912.0,47.3,52.7,6.6,6.4,6.6,6.9,7.0,14.1,13.1,14.8,6.5,5.0,6.5,4.6,1.9,(X),76.3,72.1,15.6,13.0,501077.0,46.2,53.8,85495.0,39.1,60.9,656912.0,99.2,0.8,99.2,54.5,41.8,0.2,0.1,0.0,0.0,0.0,1.4,0.6,0.4,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.8,0.2,0.3,0.1,0.0,656912.0,55.2,42.0,0.5,1.6,0.1,1.4,656912.0,3.4,2.6,0.1,0.1,0.7,96.6,52.5,41.7,0.2,1.4,0.0,0.1,0.7,0.0,0.7,(X),64726.0
1542,OHIO,Metropolitan County,Licking,Licking County,96,2.0,7.0,2,85,464,74,338,52,3.0,163708.0,48.9,51.1,6.5,7.2,7.0,7.3,5.9,11.3,14.2,15.8,6.9,5.1,7.3,4.1,1.4,(X),75.0,70.6,15.5,12.8,122800.0,48.2,51.8,20954.0,43.4,56.6,163708.0,98.0,2.0,98.0,93.8,3.1,0.1,0.1,0.0,0.0,0.0,0.8,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.7,0.6,0.2,0.0,163708.0,95.6,4.0,0.9,1.0,0.1,0.5,163708.0,1.3,0.8,0.2,0.0,0.4,98.7,92.9,3.1,0.1,0.7,0.0,0.0,1.8,0.1,1.7,(X),76496.0
1543,OHIO,Metropolitan County,Lucas,Lucas County,40,0.0,0.0,2,38,501,37,409,55,2.0,9116.0,49.2,50.8,6.0,6.3,7.4,7.1,4.4,9.3,11.9,15.3,7.4,5.4,9.1,7.7,2.6,(X),75.4,72.0,22.6,19.4,6876.0,48.7,51.3,1769.0,43.2,56.8,9116.0,99.8,0.2,99.8,98.8,0.0,0.9,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,9116.0,99.0,0.0,1.0,0.1,0.0,0.1,9116.0,0.8,0.8,0.0,0.0,0.0,99.2,98.0,0.0,0.9,0.1,0.0,0.0,0.1,0.0,0.1,(X),59540.0
1544,OHIO,Metropolitan County,Madison,Madison County,29,0.0,14.0,0,15,162,17,137,8,1.0,323080.0,49.1,50.9,6.3,6.9,6.5,7.5,7.2,12.8,14.2,15.8,5.8,5.1,6.9,3.9,1.3,(X),75.9,71.2,14.9,12.0,245282.0,48.4,51.6,38796.0,42.8,57.2,323080.0,97.4,2.6,97.4,69.9,23.5,0.6,0.3,0.0,0.0,0.0,2.4,0.7,0.5,0.2,0.2,0.4,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.9,2.6,0.6,0.8,0.3,0.2,323080.0,71.9,24.8,1.8,3.0,0.2,1.1,323080.0,4.0,2.7,0.5,0.0,0.8,96.0,67.1,23.4,0.6,2.4,0.1,0.1,2.3,0.1,2.3,(X),86172.0
1545,OHIO,Metropolitan County,Mahoning,Mahoning County,12,0.0,9.0,0,3,70,20,43,7,2.0,241899.0,48.3,51.7,5.4,5.9,6.4,6.9,5.7,10.9,12.3,15.6,7.3,5.8,8.1,6.9,2.7,(X),78.0,74.2,20.9,17.7,188666.0,47.5,52.5,42776.0,40.2,59.8,241899.0,98.6,1.4,98.6,80.8,15.8,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.7,0.3,0.1,0.1,241899.0,82.1,16.7,0.5,0.9,0.0,1.3,241899.0,4.3,1.2,2.3,0.0,0.8,95.7,78.0,15.5,0.1,0.8,0.0,0.1,1.2,0.1,1.1,(X),52914.0
1546,OHIO,Metropolitan County,Medina,Medina County,22,0.0,6.0,1,15,185,27,151,7,0.0,170137.0,49.2,50.8,6.2,7.3,7.8,6.9,4.6,10.5,15.6,16.3,6.9,5.5,6.9,4.0,1.6,(X),74.1,70.9,15.6,12.5,126069.0,48.6,51.4,21297.0,44.4,55.6,170137.0,99.1,0.9,99.1,96.2,1.3,0.1,0.0,0.0,0.0,0.0,0.9,0.2,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.2,0.4,0.2,0.0,170137.0,97.1,1.6,0.5,1.2,0.0,0.6,170137.0,1.5,0.5,0.6,0.0,0.4,98.5,95.0,1.3,0.1,0.9,0.0,0.2,0.9,0.1,0.8,(X),90211.0
1547,OHIO,Metropolitan County,Miami,Miami County,51,1.0,1.0,1,48,212,33,159,20,5.0,37307.0,52.1,47.9,6.3,6.0,6.9,7.0,5.5,12.4,14.6,15.2,6.1,5.7,7.9,4.9,1.5,(X),76.4,71.8,16.9,14.3,28497.0,52.3,47.7,5328.0,42.8,57.2,37307.0,97.4,2.6,97.4,91.3,4.1,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.6,0.8,0.7,0.4,0.0,37307.0,93.9,5.0,1.6,0.6,0.1,1.6,37307.0,2.4,1.7,0.1,0.0,0.7,97.6,90.6,4.1,0.7,0.2,0.0,0.0,2.0,0.0,2.0,(X),59297.0
1548,OHIO,Metropolitan County,Montgomery,Montgomery County,260,4.0,33.0,50,173,"1,087",219,520,348,10.0,228018.0,47.6,52.4,7.0,7.1,6.6,7.4,8.2,14.2,13.3,13.8,5.9,4.8,6.2,4.0,1.5,(X),75.1,70.3,14.4,11.8,171270.0,46.4,53.6,26854.0,39.6,60.4,228018.0,98.9,1.1,98.9,42.0,53.8,0.3,0.1,0.0,0.0,0.0,1.9,0.2,0.2,0.2,0.1,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.8,1.1,0.3,0.2,0.2,0.2,228018.0,42.9,54.5,0.8,2.1,0.1,0.9,228018.0,3.1,2.0,0.4,0.0,0.7,96.9,40.0,53.6,0.2,1.9,0.0,0.1,1.1,0.1,1.0,(X),60063.0
1549,OHIO,Metropolitan County,Morrow,Morrow County,49,0.0,10.0,1,38,57,16,40,1,2.0,34815.0,50.0,50.0,6.5,7.3,7.2,7.6,4.8,11.3,14.4,15.9,6.3,5.6,7.6,4.1,1.2,(X),73.9,70.7,15.9,12.9,25722.0,49.3,50.7,4495.0,45.5,54.5,34815.0,96.1,3.9,96.1,94.5,0.4,0.4,0.2,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,3.9,0.0,3.6,0.1,0.0,34815.0,98.5,0.4,4.0,0.4,0.0,0.7,34815.0,1.0,0.8,0.0,0.0,0.3,99.0,94.0,0.4,0.4,0.3,0.0,0.2,3.7,0.0,3.7,(X),70109.0
1550,OHIO,Metropolitan County,Perry,Perry County,15,0.0,5.0,1,9,72,36,31,5,1.0,10684.0,45.9,54.1,6.8,6.8,7.2,10.4,6.7,11.9,10.0,12.3,6.0,5.8,9.0,5.2,1.9,(X),74.6,67.7,19.7,16.1,7972.0,44.5,55.5,1719.0,41.7,58.3,10684.0,98.9,1.1,98.9,29.7,69.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.1,0.0,0.0,10684.0,30.8,70.0,1.3,0.0,0.0,0.0,10684.0,1.2,0.2,0.0,0.0,1.0,98.8,29.5,68.0,0.2,0.0,0.0,0.0,1.1,0.0,1.1,(X),34176.0
1551,OHIO,Metropolitan County,Pickaway,Pickaway County,30,0.0,11.0,0,19,367,48,286,33,2.0,55128.0,53.0,47.0,6.0,6.2,6.9,7.4,6.1,13.2,15.0,15.3,6.4,5.3,7.2,4.1,1.2,(X),76.4,72.4,15.3,12.5,42096.0,53.5,46.5,6865.0,44.3,55.7,55128.0,98.4,1.6,98.4,94.1,3.5,0.2,0.1,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,0.8,0.5,0.1,0.0,55128.0,95.6,4.3,0.6,0.5,0.0,0.6,55128.0,1.1,0.6,0.2,0.0,0.3,98.9,93.5,3.5,0.2,0.3,0.0,0.0,1.4,0.0,1.4,(X),76471.0
1552,OHIO,Metropolitan County,Portage,Portage County,49,0.0,7.0,4,38,526,83,391,52,4.0,159943.0,48.9,51.1,5.2,5.8,6.3,9.0,10.6,10.9,13.0,15.2,6.7,5.1,6.8,4.1,1.4,(X),78.6,71.1,15.1,12.2,125651.0,48.2,51.8,19544.0,44.5,55.5,159943.0,98.5,1.5,98.5,92.5,4.0,0.1,0.0,0.0,0.0,0.0,1.4,0.4,0.7,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.7,0.4,0.2,0.0,159943.0,93.9,4.8,0.7,1.6,0.0,0.6,159943.0,1.3,0.5,0.4,0.0,0.3,98.7,91.7,3.9,0.1,1.4,0.0,0.2,1.4,0.0,1.4,(X),73911.0
1553,OHIO,Metropolitan County,Richland,Richland County,209,0.0,21.0,3,185,371,53,294,24,5.0,16166.0,49.0,51.0,6.0,6.0,6.4,6.4,5.7,11.0,12.6,14.8,6.3,5.9,9.3,6.7,2.9,(X),77.7,73.9,22.4,18.9,12566.0,48.2,51.8,3059.0,42.1,57.9,16166.0,98.6,1.4,98.6,96.8,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.4,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,0.5,0.0,0.0,16166.0,97.8,1.2,1.1,0.9,0.0,0.6,16166.0,0.4,0.4,0.0,0.0,0.0,99.6,96.7,1.0,0.0,0.9,0.0,0.0,1.1,0.1,1.0,(X),57119.0
1554,OHIO,Metropolitan County,Stark,Stark County,214,4.0,39.0,4,167,"1,216",280,839,97,9.0,6086.0,48.5,51.5,5.9,7.3,7.2,6.3,4.8,9.8,12.3,14.3,7.9,5.0,9.7,6.2,3.3,(X),75.1,72.5,21.5,19.1,4572.0,48.3,51.7,1165.0,42.8,57.2,6086.0,99.1,0.9,99.1,98.1,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.3,0.1,0.4,0.0,6086.0,99.0,0.4,0.1,1.1,0.0,0.2,6086.0,1.2,1.1,0.0,0.1,0.0,98.8,97.2,0.1,0.0,0.8,0.0,0.0,0.8,0.0,0.8,(X),69523.0
1555,OHIO,Metropolitan County,Summit,Summit County,112,3.0,36.0,4,69,697,69,576,52,1.0,27105.0,55.1,44.9,5.7,4.4,5.1,4.0,8.4,20.3,17.1,15.9,6.5,5.1,5.5,1.5,0.4,(X),82.0,78.9,10.7,7.4,22227.0,55.9,44.1,2005.0,54.1,45.9,27105.0,98.3,1.7,98.3,93.4,0.4,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.4,0.2,0.1,0.3,0.2,0.0,0.1,0.1,0.0,0.0,0.0,3.3,1.7,0.5,0.9,0.1,0.0,27105.0,94.8,1.0,0.9,1.4,0.1,3.3,27105.0,13.0,10.7,0.0,0.0,2.3,87.0,83.8,0.4,0.0,1.1,0.1,0.4,1.1,0.0,1.1,(X),105135.0
1556,OHIO,Metropolitan County,Trumbull,Trumbull County,30,0.0,1.0,4,25,204,46,141,17,1.0,212780.0,48.6,51.4,5.6,6.1,6.7,6.7,5.5,10.7,12.8,15.5,7.3,6.3,8.5,5.9,2.5,(X),77.3,73.6,20.4,16.8,164552.0,47.8,52.2,35730.0,42.5,57.5,212780.0,98.4,1.6,98.4,89.2,8.4,0.2,0.1,0.0,0.0,0.0,0.4,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.7,0.3,0.2,0.0,212780.0,90.7,9.3,0.6,0.6,0.0,0.4,212780.0,1.3,0.6,0.5,0.0,0.2,98.7,88.4,8.2,0.2,0.4,0.0,0.1,1.4,0.1,1.3,(X),51668.0
1557,OHIO,Metropolitan County,Union,Union County,56,0.0,15.0,1,40,152,17,123,12,1.0,42180.0,48.5,51.5,6.7,6.8,6.5,6.8,5.6,11.7,12.8,15.0,6.9,5.6,8.0,5.5,2.1,(X),75.4,72.2,18.9,15.6,31809.0,47.5,52.5,6575.0,40.5,59.5,42180.0,98.8,1.2,98.8,64.2,32.8,0.3,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,0.4,0.5,0.0,0.1,42180.0,65.3,33.4,0.9,0.7,0.0,1.1,42180.0,3.1,2.1,0.0,0.0,0.9,96.9,62.4,32.8,0.3,0.6,0.0,0.0,0.9,0.0,0.9,(X),49664.0
